Category, Price, Wattage, Name, Source
ENERGY STAR Holiday Lights,12.08,1,Home Accents Holiday 100-Light LED Purple Dome Lights,http://www.homedepot.com/p/Home-Accents-Holiday-100-Light-LED-Purple-Dome-Lights-TY-100D-PU/204078929
ENERGY STAR Holiday Lights,12.08,1,Home Accents Holiday 100-Light LED Red Dome Lights,http://www.homedepot.com/p/Home-Accents-Holiday-100-Light-LED-Red-Dome-Lights-TY-100D-R/204078936
ENERGY STAR Holiday Lights,12.08,1,Home Accents Holiday E/O 100-Light LED White Dome Lights,http://www.homedepot.com/p/Home-Accents-Holiday-E-O-100-Light-LED-White-Dome-Lights-TY289-1115-W/203264800
