Category, Price, Energy Star, Name, Source
ENERGY STAR Television,1499.99,true,Sharp - AQUOS - 70" Class (69-1/2" Diag.) - LED - 1080p - 120Hz - HDTV,http://www.bestbuy.com/site/aquos-70-class-69-1-2-diag--led-1080p-120hz-hdtv/1308126874.p;jsessionid=BB2165975B8F4F8C33031C63593A0245.bbolsp-app01-200?id=mp1308126874&skuId=1308126874&st=categoryid$abcat0101001&cp=7&lp=43#tab=buyingOptions
ENERGY STAR Television,1499.99,true,Sharp - Refurbished 69-1/2" Diag. - LED - 1080p - 120Hz - HDTV with Apple® iPod® Dock,http://www.bestbuy.com/site/refurbished-69-1-2-diag-led-1080p-120hz-hdtv-with-apple-174-ipod-174-dock/8780484.p;jsessionid=BB2165975B8F4F8C33031C63593A0245.bbolsp-app01-200?id=1218892437193&skuId=8780484&st=categoryid$abcat0101001&cp=7&lp=44
ENERGY STAR Television,1499.99,true,Samsung - 46" Class (45-9/10" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/46-class-45-9-10-diag--led-1080p-240hz-smart-3d-hdtv/8064044.p;jsessionid=BB2165975B8F4F8C33031C63593A0245.bbolsp-app01-200?id=1218863890704&skuId=8064044&st=categoryid$abcat0101001&cp=7&lp=45
ENERGY STAR Television,1549.99,false,Samsung - Refurbished 60" Class (60" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV - Titan Silver,http://www.bestbuy.com/site/refurbished-60-class-60-diag--led-1080p-120hz-smart-3d-hdtv/1610872.p;jsessionid=BB2165975B8F4F8C33031C63593A0245.bbolsp-app01-200?id=1219057058586&skuId=1610872&st=categoryid$abcat0101001&cp=7&lp=46
ENERGY STAR Television,1586.40,true,LG - 47" Class (46-9/10" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/47-class-46-9-10-diag--led-1080p-240hz-smart-3d-hdtv/1307722541.p;jsessionid=BB2165975B8F4F8C33031C63593A0245.bbolsp-app01-200?id=mp1307722541&skuId=1307722541&st=categoryid$abcat0101001&cp=7&lp=47#tab=buyingOptions
ENERGY STAR Television,1597.99,false,Samsung - 60" Class (60" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/60-class-60-diag--led-1080p-120hz-smart-3d-hdtv/1308128434.p;jsessionid=BB2165975B8F4F8C33031C63593A0245.bbolsp-app01-200?id=mp1308128434&skuId=1308128434&st=categoryid$abcat0101001&cp=7&lp=48#tab=buyingOptions
ENERGY STAR Television,1599.00,true,LG - 60" Class (59-1/2" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/60-class-59-1-2-diag--led-1080p-120hz-smart-3d-hdtv/1306087481.p;jsessionid=BB2165975B8F4F8C33031C63593A0245.bbolsp-app01-200?id=mp1306087481&skuId=1306087481&st=categoryid$abcat0101001&cp=7&lp=49#tab=buyingOptions
ENERGY STAR Television,1599.00,true,Toshiba - 65" Class (64-1/2" Diag.) - LED - 1080p - 240Hz - Smart - HDTV,http://www.bestbuy.com/site/65-class-64-1-2-diag--led-1080p-240hz-smart-hdtv/1307699935.p;jsessionid=BB2165975B8F4F8C33031C63593A0245.bbolsp-app01-200?id=mp1307699935&skuId=1307699935&st=categoryid$abcat0101001&cp=7&lp=50#tab=buyingOptions
ENERGY STAR Television,1599.99,true,Samsung - 55" Class (54-5/8" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-1080p-240hz-smart-3d-hdtv/8224045.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218865211300&skuId=8224045&st=categoryid$abcat0101001&cp=8&lp=1
ENERGY STAR Television,1649.49,true,Panasonic - 47" Class (47" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/47-class-47-diag--led-1080p-240hz-smart-3d-hdtv/1307699652.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1307699652&skuId=1307699652&st=categoryid$abcat0101001&cp=8&lp=2#tab=buyingOptions
ENERGY STAR Television,1679.00,false,Samsung - 60" Class (60" Diag.) - LED - 1080p - 120Hz - Smart - HDTV,http://www.bestbuy.com/site/60-class-60-diag--led-1080p-120hz-smart-hdtv/1308128403.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1308128403&skuId=1308128403&st=categoryid$abcat0101001&cp=8&lp=3#tab=buyingOptions
ENERGY STAR Television,1697.99,false,Samsung - 65" Class (64-1/2" Diag.) - LED - 1080p - 120Hz - Smart - HDTV,http://www.bestbuy.com/site/65-class-64-1-2-diag--led-1080p-120hz-smart-hdtv/1308128410.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1308128410&skuId=1308128410&st=categoryid$abcat0101001&cp=8&lp=5#tab=buyingOptions
ENERGY STAR Television,1699.00,false,LG - 60" Class (60" Diag.) - LED-LCD TV - 1080p - 120 Hz - 3D - HDTV 1080p,http://www.bestbuy.com/site/60-class-60-diag--led-lcd-tv-1080p-120-hz-3d-hdtv-1080p/1307559130.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1307559130&skuId=1307559130&st=categoryid$abcat0101001&cp=8&lp=6#tab=buyingOptions
ENERGY STAR Television,1699.99,false,Samsung - 55" Class (54-5/8" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-1080p-240hz-smart-3d-hdtv/4323036.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219097781354&skuId=4323036&st=categoryid$abcat0101001&cp=8&lp=7
ENERGY STAR Television,1699.99,false,LG - LB7100 Series - 60" Class (59-1/2" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/lb7100-series-60-class-59-1-2-diag--led-1080p-240hz-smart-3d-hdtv/3734021.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219093275439&skuId=3734021&st=categoryid$abcat0101001&cp=8&lp=8
ENERGY STAR Television,1699.99,false,Samsung - 60" Class (60" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/60-class-60-diag--led-1080p-120hz-smart-3d-hdtv/4327014.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219097785048&skuId=4327014&st=categoryid$abcat0101001&cp=8&lp=10
ENERGY STAR Television,1742.99,true,Toshiba - Cinema Series - 55" Class (54-5/8" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/cinema-series-55-class-54-5-8-diag--led-1080p-240hz-smart-3d-hdtv/1306366036.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1306366036&skuId=1306366036&st=categoryid$abcat0101001&cp=8&lp=12#tab=buyingOptions
ENERGY STAR Television,1749.99,true,VIZIO - M-Series - 65" Class (65" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/m-series-65-class-65-diag--led-1080p-240hz-smart-3d-hdtv/8768247.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218890759185&skuId=8768247&st=categoryid$abcat0101001&cp=8&lp=13
ENERGY STAR Television,1758.50,true,Sharp - 60" Class (60-1/32" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV - Black  Brushed Aluminum,http://www.bestbuy.com/site/60-class-60-1-32-diag--led-1080p-240hz-smart-3d-hdtv-black-brushed-aluminum/1306032245.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1306032245&skuId=1306032245&st=categoryid$abcat0101001&cp=8&lp=14#tab=buyingOptions
ENERGY STAR Television,1799.98,false,Samsung - 51" Class (50-3/4" Diag.) - Plasma - 1080p - 600Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/51-class-50-3-4-diag--plasma-1080p-600hz-smart-3d-hdtv/8490071.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218877693027&skuId=8490071&st=categoryid$abcat0101001&cp=8&lp=15
ENERGY STAR Television,1799.98,true,Samsung - 46" Class (45-9/10" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/46-class-45-9-10-diag--led-1080p-240hz-smart-3d-hdtv/8245065.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218866283896&skuId=8245065&st=categoryid$abcat0101001&cp=8&lp=16
ENERGY STAR Television,1799.99,false,Samsung - 65" Class (64-1/2" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/65-class-64-1-2-diag--led-1080p-120hz-smart-3d-hdtv/8245296.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218866283037&skuId=8245296&st=categoryid$abcat0101001&cp=8&lp=17
ENERGY STAR Television,1799.99,false,Sony - BRAVIA - 60" Class (60" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/bravia-60-class-60-diag--led-1080p-120hz-smart-3d-hdtv/3419019.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219091130365&skuId=3419019&st=categoryid$abcat0101001&cp=8&lp=18
ENERGY STAR Television,1799.99,false,Sharp - Refurbished AQUOS - 70" Class (69-1/2" Diag.) - LED - 1080p - 120Hz - Smart - HDTV,http://www.bestbuy.com/site/refurbished-aquos-70-class-69-1-2-diag--led-1080p-120hz-smart-hdtv/5679043.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219148659260&skuId=5679043&st=categoryid$abcat0101001&cp=8&lp=19
ENERGY STAR Television,1814.99,true,Panasonic - VIERA - 47" Class (47" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/viera-47-class-47-diag--led-1080p-240hz-smart-3d-hdtv/1304393850.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1304393850&skuId=1304393850&st=categoryid$abcat0101001&cp=8&lp=20#tab=buyingOptions
ENERGY STAR Television,1899.00,true,LG - 55" Class (54-5/8" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-1080p-240hz-smart-3d-hdtv/1306718927.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1306718927&skuId=1306718927&st=categoryid$abcat0101001&cp=8&lp=21#tab=buyingOptions
ENERGY STAR Television,1899.99,true,Samsung - 60" Class (60" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/60-class-60-diag--led-1080p-240hz-smart-3d-hdtv/8221048.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218865211299&skuId=8221048&st=categoryid$abcat0101001&cp=8&lp=22
ENERGY STAR Television,1949.99,true,Sharp - Refurbished AQUOS - 70" Class - LED - 1080p - 120Hz - Smart - HDTV,http://www.bestbuy.com/site/refurbished-aquos-70-class-led-1080p-120hz-smart-hdtv/6864461.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218809594886&skuId=6864461&st=categoryid$abcat0101001&cp=8&lp=23
ENERGY STAR Television,1997.00,true,Sharp - AQUOS Quattron - 60" Class (60-1/32" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/aquos-quattron-60-class-60-1-32-diag--led-1080p-240hz-smart-3d-hdtv/1308126973.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1308126973&skuId=1308126973&st=categoryid$abcat0101001&cp=8&lp=24#tab=buyingOptions
ENERGY STAR Television,1997.99,true,Samsung - 55" Class (54-5/8" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-1080p-240hz-smart-3d-hdtv/1307699973.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1307699973&skuId=1307699973&st=categoryid$abcat0101001&cp=8&lp=25#tab=buyingOptions
ENERGY STAR Television,1998.00,true,Sony - 55" Class (54-5/8" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-1080p-240hz-smart-3d-hdtv/1308127505.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1308127505&skuId=1308127505&st=categoryid$abcat0101001&cp=8&lp=26#tab=buyingOptions
ENERGY STAR Television,1999.99,true,Samsung - 55" Class (54-5/8" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-1080p-240hz-smart-3d-hdtv/8223046.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218866282236&skuId=8223046&st=categoryid$abcat0101001&cp=8&lp=27
ENERGY STAR Television,1999.99,true,Samsung - 65" Class (64-1/2" Diag.) - LED - 1080p - 480Hz - Smart - 3D - HDTV - Wine Red,http://www.bestbuy.com/site/65-class-64-1-2-diag--led-1080p-480hz-smart-3d-hdtv/8780572.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218892439810&skuId=8780572&st=categoryid$abcat0101001&cp=8&lp=28
ENERGY STAR Television,1999.99,true,Sharp - AQUOS Q+ Series - 60" Class (60-3/32" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/aquos-q-series-60-class-60-3-32-diag--led-1080p-240hz-smart-3d-hdtv/3347037.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219090884297&skuId=3347037&st=categoryid$abcat0101001&cp=8&lp=29
ENERGY STAR Television,1999.99,false,Sony - 65" Class (64-1/2" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/65-class-64-1-2-diag--led-1080p-120hz-smart-3d-hdtv/1915017.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219066831829&skuId=1915017&st=categoryid$abcat0101001&cp=8&lp=30
ENERGY STAR Television,1999.99,false,Sony - 55" Class (54-5/8" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-1080p-120hz-smart-3d-hdtv/5003008.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219106280382&skuId=5003008&st=categoryid$abcat0101001&cp=8&lp=31
ENERGY STAR Television,1999.99,false,Samsung - 65" Class (64-1/2" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/65-class-64-1-2-diag--led-1080p-120hz-smart-3d-hdtv/4326006.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219097785851&skuId=4326006&st=categoryid$abcat0101001&cp=8&lp=32
ENERGY STAR Television,1999.99,false,Samsung - 60" Class (60" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/60-class-60-diag--led-1080p-240hz-smart-3d-hdtv/4324008.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219097786731&skuId=4324008&st=categoryid$abcat0101001&cp=8&lp=33
ENERGY STAR Television,2000.00,true,Samsung - Refurbished - 65" Class (64.5" Diag.) 7100 Series 1080p 3D Ultra Slim Smart LED HDTV,http://www.bestbuy.com/site/refurbished-65-class-64-5-diag--7100-series-1080p-3d-ultra-slim-smart-led-hdtv/1308704485.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1308704485&skuId=1308704485&st=categoryid$abcat0101001&cp=8&lp=34#tab=buyingOptions
ENERGY STAR Television,2012.17,false,SunBriteTV - Pro - 32" Class (32" Diag.) - LCD TV - 720p - HDTV,http://www.bestbuy.com/site/pro-32-class-32-diag--lcd-tv-720p-hdtv/1305320572.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1305320572&skuId=1305320572&st=categoryid$abcat0101001&cp=8&lp=35#tab=buyingOptions
ENERGY STAR Television,2197.99,true,Samsung - 60" Class (60" Diag.) - LED-LCD TV - 1080p - 3D - HDTV 1080p,http://www.bestbuy.com/site/60-class-60-diag--led-lcd-tv-1080p-3d-hdtv-1080p/1307433836.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1307433836&skuId=1307433836&st=categoryid$abcat0101001&cp=8&lp=36#tab=buyingOptions
ENERGY STAR Television,2199.99,true,VIZIO - M-Series Razor LED - 70" Class (69-1/2" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/m-series-razor-led-70-class-69-1-2-diag--led-1080p-240hz-smart-3d-hdtv/9365059.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219014150019&skuId=9365059&st=categoryid$abcat0101001&cp=8&lp=37
ENERGY STAR Television,2199.99,true,Sharp - AQUOS Q Series - 70" Class (69-1/2" Diag.) - LED - 1080p - 240Hz - Smart - HDTV,http://www.bestbuy.com/site/aquos-q-series-70-class-69-1-2-diag--led-1080p-240hz-smart-hdtv/3346001.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219090884296&skuId=3346001&st=categoryid$abcat0101001&cp=8&lp=38
ENERGY STAR Television,2199.99,true,Sharp - AQUOS Q+ Series - 60" Class (60-1/32" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV - Silver,http://www.bestbuy.com/site/aquos-q-series-60-class-60-1-32-diag--led-1080p-240hz-smart-3d-hdtv/3347019.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219090884301&skuId=3347019&st=categoryid$abcat0101001&cp=8&lp=39
ENERGY STAR Television,2199.99,true,Samsung - 65" Class (64-1/2" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/65-class-64-1-2-diag--led-1080p-240hz-smart-3d-hdtv/8238048.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218866285201&skuId=8238048&st=categoryid$abcat0101001&cp=8&lp=40
ENERGY STAR Television,2297.99,false,Samsung - 64" Class (64" Diag.) - Plasma - 1080p - 600Hz - Smart - 3D HDTV,http://www.bestbuy.com/site/64-class-64-diag--plasma-1080p-600hz-smart-3d-hdtv/1307699898.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1307699898&skuId=1307699898&st=categoryid$abcat0101001&cp=8&lp=42#tab=buyingOptions
ENERGY STAR Television,2299.00,true,Sony - KDL70R520A 70 1080p 120Hz Internet LED HDTV,http://www.bestbuy.com/site/kdl70r520a-70-1080p-120hz-internet-led-hdtv/1307430958.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=mp1307430958&skuId=1307430958&st=categoryid$abcat0101001&cp=8&lp=43#tab=buyingOptions
ENERGY STAR Television,2299.98,false,LG - 55" Class (54-5/8" Diag.) - LED - 4K Ultra HD TV (2160p) - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-4k-ultra-hd-tv-2160p-240hz-smart-3d-hdtv/2043667.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219068634943&skuId=2043667&st=categoryid$abcat0101001&cp=8&lp=44
ENERGY STAR Television,2299.99,false,Samsung - 55" Class (54-5/8" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-1080p-240hz-smart-3d-hdtv/7880059.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218862093779&skuId=7880059&st=categoryid$abcat0101001&cp=8&lp=45
ENERGY STAR Television,2299.99,false,Samsung - 65" Class (64-1/2" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/65-class-64-1-2-diag--led-1080p-240hz-smart-3d-hdtv/4376023.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219098067089&skuId=4376023&st=categoryid$abcat0101001&cp=8&lp=46
ENERGY STAR Television,2299.99,false,Sony - BRAVIA - 70" Class (69-1/2" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/bravia-70-class-69-1-2-diag--led-1080p-120hz-smart-3d-hdtv/3420005.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1219091131102&skuId=3420005&st=categoryid$abcat0101001&cp=8&lp=47
ENERGY STAR Television,2399.98,false,Samsung - 60" Class (59-9/10" Diag.) - Plasma - 1080p - 600Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/60-class-59-9-10-diag--plasma-1080p-600hz-smart-3d-hdtv/8245278.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218866284799&skuId=8245278&st=categoryid$abcat0101001&cp=8&lp=49
ENERGY STAR Television,2399.98,true,LG - 60" Class (59-1/2" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/60-class-59-1-2-diag--led-1080p-240hz-smart-3d-hdtv/8835188.p;jsessionid=71357D6E0D774DA3923EC45679A419E0.bbolsp-app02-126?id=1218911499163&skuId=8835188&st=categoryid$abcat0101001&cp=8&lp=50
ENERGY STAR Television,2499.98,true,Sharp - AQUOS Q+ Series - 60" Class (60-1/32" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV - Silver,http://www.bestbuy.com/site/aquos-q-series-60-class-60-1-32-diag--led-1080p-240hz-smart-3d-hdtv/3349008.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=1219090884299&skuId=3349008&st=categoryid$abcat0101001&cp=9&lp=2
ENERGY STAR Television,2499.98,false,Samsung - 55" Class (54-5/8" Diag.) - LED - 4K Ultra HD TV (2160p) - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-4k-ultra-hd-tv-2160p-120hz-smart-3d-hdtv/1420104.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=1219051766876&skuId=1420104&st=categoryid$abcat0101001&cp=9&lp=3
ENERGY STAR Television,2499.98,false,Sony - 65" Class (64-1/2" Diag.) - Curved LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/65-class-64-1-2-diag--curved-led-1080p-120hz-smart-3d-hdtv/1914009.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=1219066831830&skuId=1914009&st=categoryid$abcat0101001&cp=9&lp=4
ENERGY STAR Television,2499.98,false,Sony - 55" Class (54-5/8" Diag.) - LED - 4K Ultra HD TV (2160p) - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-4k-ultra-hd-tv-2160p-120hz-smart-3d-hdtv/1910003.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=1219066831832&skuId=1910003&st=categoryid$abcat0101001&cp=9&lp=5
ENERGY STAR Television,2499.99,false,Samsung - 50" Class (49-1/2" Diag.) - LED - 4K Ultra HD TV (2160p) - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/50-class-49-1-2-diag--led-4k-ultra-hd-tv-2160p-120hz-smart-3d-hdtv/4496004.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=1219098556388&skuId=4496004&st=categoryid$abcat0101001&cp=9&lp=6
ENERGY STAR Television,2499.99,false,Samsung - 55" Class (54-5/8" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/55-class-54-5-8-diag--led-1080p-240hz-smart-3d-hdtv/4880006.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=1219104861594&skuId=4880006&st=categoryid$abcat0101001&cp=9&lp=7
ENERGY STAR Television,2499.99,false,Samsung - 60" Class (60" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/60-class-60-diag--led-1080p-240hz-smart-3d-hdtv/8350057.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=1218872213724&skuId=8350057&st=categoryid$abcat0101001&cp=9&lp=8
ENERGY STAR Television,2572.55,true,Sony - 70" Class (69-1/2" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/70-class-69-1-2-diag--led-1080p-120hz-smart-3d-hdtv/1308127550.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=mp1308127550&skuId=1308127550&st=categoryid$abcat0101001&cp=9&lp=9#tab=buyingOptions
ENERGY STAR Television,2600.00,false,SunBriteTV - Signature Series 46" Class (46" Diag.) - LCD - 1080p - 60Hz - Outdoor HDTV,http://www.bestbuy.com/site/signature-series-46-class-46-diag--lcd-1080p-60hz-outdoor-hdtv/1304392952.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=mp1304392952&skuId=1304392952&st=categoryid$abcat0101001&cp=9&lp=10#tab=buyingOptions
ENERGY STAR Television,2608.99,false,Samsung - 64" Class - Plasma - 1080p - 600Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/64-class-plasma-1080p-600hz-smart-3d-hdtv/1304393782.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=mp1304393782&skuId=1304393782&st=categoryid$abcat0101001&cp=9&lp=11#tab=buyingOptions
ENERGY STAR Television,2694.50,true,Sharp - AQUOS - 70" Class (69-1/2" Diag.) - LED - 1080p - 120Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/aquos-70-class-69-1-2-diag--led-1080p-120hz-smart-3d-hdtv/1305064629.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=mp1305064629&skuId=1305064629&st=categoryid$abcat0101001&cp=9&lp=12#tab=buyingOptions
ENERGY STAR Television,2699.99,true,Sharp - AQUOS Q+ Series - 70" Class (69-1/2" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/aquos-q-series-70-class-69-1-2-diag--led-1080p-240hz-smart-3d-hdtv/3347046.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=1219090884302&skuId=3347046&st=categoryid$abcat0101001&cp=9&lp=13
ENERGY STAR Television,2798.99,false,Samsung - 65" Class - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/65-class-led-1080p-240hz-smart-3d-hdtv/1307699911.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=mp1307699911&skuId=1307699911&st=categoryid$abcat0101001&cp=9&lp=14#tab=buyingOptions
ENERGY STAR Television,2799.00,true,Sharp - AQUOS Quattron - 70" Class (69-1/2" Diag.) - LED - 1080p - 240Hz - Smart - 3D - HDTV,http://www.bestbuy.com/site/aquos-quattron-70-class-69-1-2-diag--led-1080p-240hz-smart-3d-hdtv/1308126966.p;jsessionid=BEEF728717B14160384C2CDD1D64833D.bbolsp-app03-116?id=mp1308126966&skuId=1308126966&st=categoryid$abcat0101001&cp=9&lp=15#tab=buyingOptions
